id,happiness,survey_type,province,city,county,survey_time,gender,birth,nationality,religion,religion_freq,edu,edu_status,edu_yr,income,political,join_party,floor_area,property_0,property_1,property_2,property_3,property_4,property_5,property_6,property_7,property_8,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_10,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_exper,work_status,work_yr,work_type,work_manage,insur_1,insur_2,insur_3,insur_4,family_income,family_m,family_status,house,car,invest_0,invest_1,invest_2,invest_3,invest_4,invest_5,invest_6,invest_7,invest_8,son,daughter,minor_child,marital,marital_1st,s_birth,marital_now,s_edu,s_political,s_hukou,s_income,s_work_exper,s_work_status,s_work_type,f_birth,f_edu,f_political,f_work_14,m_birth,m_edu,m_political,m_work_14,status_peer,status_3_before,view,inc_ability,inc_exp,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_11,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,age
5134,4,2,22,65,104,2015,2,1964,1,1,1,4,4.0,1976.0,10000,1,,40.0,0,1,0,0,0,0,0,0,0,150,100,2,2,2,1,1.0,2,2,1,5,1,1,1,5,3,4,5,4,2,2,2,5,3,5,4,4,2,1.0,2.0,2,4,5,5,8,1,2,,,,,1,1,2,2,30000.0,3,3,1,2,0,1,0,0,0,0,0,0,0,0,2,0.0,3,-2.0,1963.0,-2.0,6.0,1.0,1.0,20000.0,1.0,3.0,1.0,-2,1,1,2,-2,1,1,2,2,1,3,2,50000.0,4,4,4,4,4,4,4,4,4,4,4,4,1,5,50,50,50,50,50.0,50,50,50,50,3
5135,4,1,12,32,56,2015,1,1990,1,1,1,4,4.0,2007.0,50000,1,,35.0,0,0,0,0,1,0,0,0,0,172,120,4,4,3,1,3.0,2,2,2,4,4,2,4,4,3,5,5,1,1,2,2,5,5,1,4,3,2,2.0,2.0,2,4,5,4,6,4,1,3.0,6.0,2.0,3.0,1,2,2,2,-2.0,6,2,2,2,0,1,0,0,0,0,0,0,0,0,0,,3,2015.0,1992.0,2015.0,9.0,1.0,1.0,20000.0,1.0,3.0,1.0,1959,5,1,12,1965,4,1,9,3,2,3,2,1000000.0,4,4,4,3,4,4,4,4,4,3,-8,3,3,4,50,50,30,50,70.0,70,70,50,60,1
5136,4,2,10,25,47,2015,2,1966,1,1,1,3,4.0,1978.0,10000,1,,300.0,0,1,0,0,0,0,0,0,0,160,105,4,5,5,1,1.0,1,1,1,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,1,3,1,,,1,4,6,5,8,3,4,,,,,1,1,2,2,50000.0,2,3,2,2,0,1,0,0,0,0,0,0,0,1,1,0.0,3,1988.0,1965.0,1988.0,6.0,4.0,1.0,30000.0,5.0,,,-2,1,1,2,1941,1,1,2,3,1,5,2,2000.0,4,5,4,4,4,4,4,4,4,4,4,4,1,5,100,100,100,100,100.0,100,100,100,100,3
5137,4,2,22,66,105,2015,2,1989,1,1,1,4,4.0,1995.0,45000,1,,450.0,0,0,0,0,0,0,0,1,0,155,84,3,3,5,1,1.0,1,2,3,4,4,2,1,5,2,5,5,4,4,2,5,5,4,1,3,4,2,5.0,5.0,2,3,5,5,8,3,5,,,,,1,-1,2,-1,45000.0,5,3,2,2,0,1,0,0,0,0,0,0,0,1,1,2.0,3,2009.0,1988.0,2009.0,4.0,1.0,1.0,45000.0,5.0,,,-2,-8,1,2,-2,3,1,2,2,2,4,2,100000.0,4,2,4,4,5,4,2,2,2,2,2,2,1,2,60,40,30,50,50.0,70,50,70,60,1
5138,3,1,31,87,131,2015,2,1937,1,1,1,1,,,0,1,,60.0,0,0,0,1,0,0,0,0,0,160,130,2,2,2,1,2.0,1,1,2,5,1,1,1,5,4,5,5,4,5,5,5,5,5,5,2,4,1,7.0,7.0,1,4,3,1,3,1,4,,,,,1,1,2,2,0.0,1,3,1,2,0,1,0,0,0,0,0,0,0,0,1,0.0,7,-2.0,,,,,,,,,,-2,1,1,2,-2,1,1,2,2,2,3,-8,5000.0,1,1,4,4,4,-8,2,-8,2,2,2,4,1,1,50,50,50,40,30.0,50,30,60,50,4
5139,5,2,2,3,10,2015,1,1980,1,1,1,3,4.0,1995.0,8000,1,,50.0,0,1,0,0,0,0,0,0,0,165,100,3,4,3,1,1.0,1,1,3,4,1,3,1,5,3,5,5,4,5,3,1,5,4,5,2,3,1,2.0,7.0,2,5,5,1,6,5,2,,,,,1,2,2,2,8000.0,6,3,1,2,0,1,0,0,0,0,0,0,0,1,1,2.0,3,2000.0,1983.0,2000.0,3.0,1.0,1.0,4000.0,3.0,,,-2,1,1,2,-2,1,1,2,2,1,4,2,20000.0,3,4,3,3,3,2,2,-8,2,2,2,2,1,3,90,70,40,30,0.0,60,60,0,0,2
5140,4,2,9,20,42,2015,1,1953,1,1,1,9,4.0,1993.0,5000,1,,809.0,0,0,1,0,0,0,0,0,0,168,134,4,4,4,4,2.0,3,3,1,5,1,1,1,4,5,4,5,5,5,5,5,5,5,5,5,5,1,3.0,3.0,1,4,8,10,4,2,2,,,,,1,1,1,1,11000.0,2,1,1,2,0,1,0,0,0,0,0,0,0,0,2,0.0,3,1982.0,1957.0,1982.0,1.0,1.0,1.0,5500.0,1.0,3.0,1.0,1925,1,1,2,1925,1,1,2,3,1,3,4,30000.0,5,3,3,4,4,3,4,5,4,4,2,3,1,5,80,80,80,80,60.0,60,40,60,60,3
5141,5,2,15,43,74,2015,1,1941,1,1,1,3,4.0,-2.0,24000,4,-2.0,50.0,0,1,1,0,0,0,0,0,0,170,150,4,4,4,1,1.0,5,1,1,5,1,1,1,5,4,1,5,2,1,5,4,5,5,5,5,5,1,1.0,1.0,1,4,7,6,7,1,5,,,,,2,1,2,2,30000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,3,1,0.0,3,1967.0,1944.0,1967.0,3.0,1.0,1.0,4000.0,1.0,2.0,2.0,-2,1,1,2,-2,1,1,2,2,2,5,2,-2.0,4,4,4,4,5,4,4,-8,4,4,-8,-8,4,5,60,80,80,80,70.0,90,80,80,80,4
5142,4,2,17,50,83,2015,2,1983,1,1,1,4,4.0,1999.0,200000,1,,200.0,0,0,0,0,1,0,0,0,0,150,96,5,5,5,1,1.0,2,1,2,4,1,1,1,4,3,4,5,4,4,2,5,5,3,5,4,4,2,2.0,3.0,1,4,4,2,7,4,3,,,,,1,1,2,2,30000.0,5,3,1,2,0,1,0,0,0,0,0,0,0,1,1,2.0,3,2004.0,1979.0,2004.0,4.0,1.0,1.0,10000.0,2.0,,,1953,4,1,2,1952,3,1,2,3,1,4,2,40000.0,5,4,5,5,5,5,4,5,5,4,-8,4,1,5,80,90,90,80,70.0,80,80,80,80,1
5143,2,1,21,64,102,2015,2,1963,1,1,1,3,2.0,,5000,1,,80.0,0,1,0,0,0,0,0,0,0,156,120,1,1,3,5,1.0,1,1,1,4,1,1,1,5,3,5,5,5,3,5,5,5,5,5,2,5,2,5.0,5.0,1,2,5,3,6,2,6,,,,,1,1,2,2,30000.0,4,2,1,2,0,1,0,0,0,0,0,0,0,1,1,1.0,3,1991.0,1965.0,1991.0,3.0,1.0,5.0,30000.0,1.0,3.0,1.0,1934,1,1,2,1936,1,1,2,2,3,4,3,20000.0,4,4,4,3,5,4,3,4,3,3,-8,3,1,5,80,60,60,70,60.0,70,70,70,60,3
5144,5,1,22,66,106,2015,1,1958,1,1,1,6,4.0,1973.0,30000,4,1976.0,530.0,0,1,0,0,0,0,0,0,0,160,140,3,3,4,2,2.0,1,1,2,3,1,1,2,4,3,4,3,4,2,4,5,5,5,5,4,3,2,2.0,1.0,1,5,3,2,4,2,1,3.0,25.0,1.0,2.0,1,1,2,2,15000.0,9,3,2,2,0,1,0,0,0,0,0,0,0,2,0,0.0,3,1979.0,1955.0,1979.0,3.0,1.0,1.0,4000.0,6.0,,,1925,3,4,2,1934,1,1,2,2,1,3,3,36000.0,5,4,5,4,2,2,3,3,4,4,1,1,3,4,80,80,60,80,60.0,60,70,70,80,3
5145,5,1,9,20,42,2015,1,1983,1,1,1,10,4.0,2005.0,40000,1,,250.0,0,0,0,0,1,0,0,0,0,176,130,4,4,4,2,1.0,1,1,1,3,4,2,3,4,4,5,5,4,4,5,4,5,5,1,2,3,3,4.0,4.0,2,4,5,5,7,4,1,3.0,9.0,1.0,2.0,1,1,2,2,90000.0,5,3,1,2,0,1,0,0,0,0,0,0,0,0,0,,1,,,,,,,,,,,1957,3,1,5,1957,1,1,2,2,1,4,2,60000.0,5,4,4,4,5,4,4,4,3,3,-8,4,3,4,90,70,70,80,80.0,70,70,80,80,1
5146,4,1,22,65,104,2015,2,1947,1,1,6,4,4.0,1962.0,20000,1,,40.0,0,0,0,0,0,0,0,0,1,153,130,2,2,2,5,1.0,2,2,4,4,1,3,1,5,2,3,4,4,2,4,1,5,4,5,2,4,3,2.0,3.0,2,3,4,5,3,5,5,,,,,1,1,2,2,20000.0,1,2,0,2,0,1,0,0,0,0,0,0,0,1,1,0.0,7,1969.0,,,,,,,,,,1915,1,1,5,1923,3,1,5,3,2,4,3,40000.0,4,3,-8,-8,3,4,3,3,4,3,3,3,-8,4,85,80,70,80,80.0,85,80,80,80,4
5147,4,1,1,1,8,2015,1,1982,1,1,1,9,4.0,2008.0,50000,1,,45.0,0,0,0,0,0,0,0,0,1,183,190,4,4,5,2,2.0,2,2,4,4,5,4,1,3,3,4,4,4,4,1,4,5,5,1,3,3,3,3.0,4.0,3,2,6,5,6,5,1,6.0,-2.0,1.0,2.0,1,1,1,1,50000.0,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,,1,,,,,,,,,,,1954,5,1,6,1954,5,4,6,3,2,4,3,12000.0,5,4,4,4,5,5,3,4,4,3,3,3,1,4,70,70,70,80,70.0,70,90,90,90,2
5148,5,2,5,9,25,2015,1,1994,1,1,1,10,1.0,2015.0,0,1,,112.0,0,0,0,0,1,0,0,0,0,178,120,5,5,4,1,2.0,1,1,2,4,3,1,1,4,4,4,4,4,4,4,3,5,5,2,2,3,3,2.0,2.0,6,4,3,2,4,2,6,,,,,1,2,2,2,50000.0,5,3,1,2,0,1,0,0,0,0,0,0,0,0,0,,1,,,,,,,,,,,1972,3,1,2,1974,3,1,2,2,2,4,-8,100000.0,4,4,4,4,5,-8,3,3,3,3,-8,-8,3,5,95,80,100,80,90.0,0,80,80,100,1
5149,4,1,11,29,52,2015,2,1991,1,1,1,6,4.0,-2.0,0,1,,15.0,0,0,0,0,0,0,0,0,1,160,104,4,4,4,1,2.0,2,2,2,4,2,2,2,4,3,4,4,4,4,4,4,4,5,3,2,2,1,5.0,5.0,1,2,6,6,6,6,5,,,,,2,2,2,2,-2.0,3,2,1,2,0,1,0,0,0,0,0,0,0,1,0,0.0,3,2014.0,1993.0,2014.0,4.0,1.0,1.0,-2.0,1.0,5.0,1.0,-2,4,1,2,-2,3,1,2,3,2,4,-8,36000.0,4,4,3,3,4,4,3,4,4,4,-8,-8,2,3,90,70,30,60,40.0,70,80,50,60,1
5150,5,2,15,43,74,2015,2,1934,1,1,1,1,,,8000,1,,80.0,0,0,1,0,0,0,0,0,0,158,115,4,3,4,1,1.0,1,1,1,3,1,1,2,5,5,5,5,4,5,5,5,5,5,5,4,1,1,1.0,3.0,2,4,6,4,6,4,4,,,,,1,1,2,2,8000.0,2,4,1,2,0,1,0,0,0,0,0,0,0,4,4,0.0,3,1952.0,1931.0,1952.0,1.0,1.0,1.0,8000.0,4.0,,,-2,1,1,2,-2,1,1,2,2,2,3,-8,40000.0,5,3,4,3,5,-8,3,5,4,-8,-8,-8,3,4,60,60,60,70,70.0,70,60,60,60,5
5151,4,1,19,57,93,2015,2,1945,1,1,1,1,,,20000,1,,25.0,0,0,0,0,0,0,0,0,1,158,130,4,3,5,4,1.0,1,1,1,4,1,1,5,5,5,5,5,3,4,5,1,5,5,5,3,4,1,3.0,5.0,1,4,5,6,5,3,5,,,,,1,1,2,2,70000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,1,0,0.0,3,1962.0,1934.0,1962.0,3.0,4.0,4.0,50000.0,4.0,,,1910,1,1,2,1917,1,1,2,2,2,4,2,50000.0,5,4,-8,-8,5,5,5,5,-8,5,-8,5,1,5,70,80,-2,70,70.0,70,70,70,60,4
5152,3,2,29,82,124,2015,1,1972,1,1,1,1,,,10000,1,,30.0,0,1,0,0,0,0,0,0,0,167,98,4,4,4,1,1.0,1,1,1,4,1,1,3,5,4,5,5,4,4,5,5,5,5,3,3,3,1,3.0,3.0,1,4,3,1,2,1,3,,,,,1,1,2,2,20000.0,4,2,1,2,0,1,0,0,0,0,0,0,0,1,0,0.0,3,1992.0,1972.0,1992.0,3.0,1.0,1.0,10000.0,3.0,,,1945,1,1,2,1947,1,1,2,3,2,3,3,100000.0,4,4,4,4,4,3,3,3,3,3,-8,3,3,5,70,70,70,80,70.0,70,70,70,70,2
5153,3,1,4,7,21,2015,2,1950,1,1,1,9,4.0,1986.0,60000,4,1991.0,110.0,0,0,1,0,0,0,0,0,0,158,136,2,4,3,4,1.0,2,4,1,5,4,5,1,5,3,3,4,4,4,2,1,5,5,2,2,4,3,6.0,5.0,6,3,1,2,1,5,1,-8.0,43.0,-8.0,-8.0,1,1,2,2,60000.0,1,2,1,2,0,0,0,1,1,0,0,0,0,2,0,0.0,7,1989.0,,,,,,,,,,1927,12,4,1,1926,3,1,1,3,2,4,2,100000.0,4,4,-8,-8,-8,5,3,3,3,-8,-8,4,2,1,50,50,-2,20,-2.0,35,50,50,-2,4
5154,5,2,15,40,71,2015,1,1955,1,1,3,11,4.0,-2.0,55000,4,1980.0,300.0,0,1,0,0,0,0,0,0,0,169,140,3,3,4,4,1.0,5,2,2,5,1,2,1,5,5,1,5,3,2,3,1,5,5,5,4,3,3,2.0,2.0,2,3,4,5,4,2,1,3.0,40.0,1.0,4.0,1,1,2,2,100000.0,-1,3,1,2,0,1,0,0,0,0,0,0,0,1,0,0.0,7,1982.0,,,,,,,,,,1928,3,1,2,1931,1,1,2,2,3,4,2,100000.0,5,4,4,4,5,5,4,4,3,5,4,4,3,5,60,80,100,50,60.0,70,60,60,70,3
5155,3,1,4,7,19,2015,2,1953,1,1,1,10,4.0,-3.0,400000,1,,90.0,0,1,0,0,0,0,0,0,0,170,130,4,5,3,2,2.0,3,3,2,4,3,2,1,4,4,3,4,4,3,4,3,4,5,2,2,4,2,7.0,5.0,2,4,4,4,4,4,5,,,,,1,1,2,2,400000.0,2,2,2,1,0,1,0,0,0,0,0,0,0,1,0,1.0,3,1979.0,1953.0,1979.0,10.0,1.0,2.0,150000.0,5.0,,,-2,4,1,1,-2,4,1,1,2,2,4,2,300000.0,4,3,3,3,4,4,4,4,3,2,3,3,3,3,50,70,60,50,60.0,60,70,50,60,3
5156,4,2,18,55,89,2015,1,1994,1,1,1,12,1.0,2013.0,3000,2,,100.0,0,0,0,0,1,0,0,0,0,173,125,5,5,5,1,1.0,2,3,1,4,5,1,2,4,3,1,4,4,3,1,2,5,5,1,3,4,4,2.0,1.0,2,2,5,3,7,3,1,3.0,1.0,2.0,3.0,1,-1,2,2,30000.0,2,2,1,2,0,1,0,0,0,0,0,0,0,0,0,,1,,,,,,,,,,,1971,3,1,2,1971,4,1,2,2,-8,4,2,100000.0,4,3,4,4,5,3,3,4,3,3,2,3,2,4,70,70,50,70,40.0,75,60,70,70,1
5157,4,2,24,71,111,2015,1,1949,1,1,1,2,,,12000,1,,100.0,0,1,0,0,0,0,0,0,0,168,110,4,4,4,1,1.0,3,1,1,5,1,1,1,5,5,3,5,4,4,5,5,5,5,5,2,3,1,3.0,3.0,1,3,5,4,4,3,4,,,,,1,1,2,2,12000.0,2,2,2,1,0,1,0,0,0,0,0,0,0,1,1,0.0,4,1973.0,1964.0,2000.0,1.0,1.0,1.0,0.0,4.0,,,-3,1,1,2,-2,1,1,2,3,2,4,2,3000.0,4,4,4,4,4,-8,3,-8,4,-8,-8,-8,3,4,-2,-2,-2,-2,-2.0,-2,-2,-2,-2,4
5158,4,1,12,34,64,2015,2,1953,1,1,1,10,4.0,-2.0,60000,4,1985.0,130.0,0,0,1,0,0,0,0,0,0,160,96,3,3,3,4,1.0,3,2,2,4,5,5,2,4,3,2,4,3,1,1,1,5,2,1,4,4,4,2.0,1.0,6,2,7,5,5,3,5,,,,,1,1,1,2,500000.0,1,3,5,1,0,0,1,1,0,0,0,0,0,1,0,0.0,3,1980.0,1954.0,1980.0,10.0,4.0,2.0,300000.0,1.0,1.0,1.0,-2,6,4,9,-2,1,1,-8,2,1,4,2,120000.0,4,3,3,3,5,5,3,5,3,5,-8,3,2,3,90,90,70,80,80.0,80,80,80,80,3
5159,5,1,18,53,87,2015,2,1979,1,1,1,3,4.0,-2.0,20000,1,,100.0,0,1,0,0,0,0,0,0,0,169,120,3,3,2,1,3.0,2,2,2,4,2,2,1,4,3,3,4,3,3,2,3,5,3,3,2,2,2,6.0,5.0,1,1,1,1,2,1,1,3.0,-1.0,1.0,3.0,1,2,2,2,70000.0,2,1,1,2,0,1,0,0,0,0,0,0,0,1,0,1.0,3,1999.0,1978.0,1999.0,3.0,1.0,2.0,50000.0,1.0,5.0,1.0,1950,1,1,2,1950,1,1,2,3,1,3,3,50000.0,4,3,4,3,5,4,3,3,4,4,3,3,3,3,50,60,40,30,50.0,40,30,50,50,2
5160,2,1,12,33,62,2015,2,1967,1,0,6,3,2.0,,0,1,,80.0,0,0,0,0,0,0,0,0,1,165,120,5,5,5,1,1.0,1,1,1,4,1,1,1,5,2,5,5,5,5,5,5,5,5,5,4,2,1,1.0,7.0,2,2,4,3,7,-8,5,,,,,1,1,2,2,80000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,2,3,1.0,3,1988.0,1966.0,1988.0,4.0,1.0,1.0,50000.0,1.0,5.0,1.0,1931,6,4,2,-2,4,1,2,2,1,4,-8,200000.0,5,4,4,4,5,4,2,3,3,-8,4,4,3,5,60,80,30,20,40.0,50,80,50,20,2
5161,3,1,5,8,23,2015,1,1992,1,1,1,12,4.0,2015.0,0,2,,40.0,0,0,0,0,0,0,0,1,0,172,120,3,4,4,2,3.0,1,2,1,1,4,1,2,2,3,2,3,2,2,2,3,2,2,3,2,3,3,2.0,4.0,2,3,3,4,5,4,6,,,,,2,2,2,2,-2.0,1,3,1,2,0,1,0,0,0,0,0,0,0,0,0,,1,,,,,,,,,,,1967,4,1,9,1965,6,1,1,2,2,3,3,60000.0,3,4,3,3,3,4,3,4,4,3,4,3,4,2,60,60,70,60,50.0,60,70,70,60,1
5162,3,1,4,7,14,2015,1,1958,1,1,1,7,4.0,1981.0,40000,4,1985.0,60.0,0,0,0,0,1,0,0,0,0,172,180,3,3,3,2,3.0,3,3,2,4,4,2,1,4,4,3,4,4,4,3,4,4,4,1,3,3,2,5.0,5.0,2,2,2,6,2,5,5,,,,,1,1,1,2,40000.0,2,1,1,2,0,1,0,0,0,0,0,0,0,0,1,0.0,3,1991.0,1961.0,1991.0,6.0,4.0,2.0,20000.0,5.0,,,1934,3,4,1,1935,3,1,1,3,2,4,3,10000.0,4,3,-8,-8,4,4,3,5,4,3,3,4,3,3,60,50,50,60,50.0,60,60,60,80,3
5163,4,1,24,70,110,2015,1,1972,1,1,1,3,4.0,1984.0,60000,1,,71.9,0,1,1,0,0,0,0,0,0,165,136,4,5,5,1,2.0,2,1,1,5,1,1,1,5,3,5,4,2,3,3,5,5,5,3,3,3,2,6.0,3.0,2,2,4,2,6,1,1,2.0,8.0,1.0,4.0,1,1,2,2,80000.0,4,2,1,1,0,1,0,0,0,0,0,0,0,0,2,2.0,3,1997.0,1974.0,1997.0,4.0,1.0,1.0,20000.0,1.0,3.0,1.0,-2,-8,1,2,-2,-8,1,2,2,3,3,2,100000.0,4,4,5,5,5,2,2,2,5,3,-8,5,2,2,90,80,60,60,60.0,70,70,70,70,2
5164,4,2,31,89,134,2015,2,1966,1,1,1,3,2.0,,40000,1,,60.0,0,1,1,0,0,0,0,0,0,157,127,4,3,4,1,1.0,1,1,3,4,1,1,1,5,5,5,5,2,2,5,5,5,5,5,4,3,1,2.0,2.0,6,2,5,3,6,3,1,3.0,10.0,1.0,3.0,1,2,2,2,40000.0,1,3,2,2,0,1,0,0,0,0,0,0,0,0,3,0.0,3,1986.0,1962.0,1986.0,3.0,1.0,1.0,0.0,1.0,3.0,1.0,-2,3,1,2,-2,3,1,2,2,1,5,3,30000.0,4,4,4,4,4,4,3,3,4,4,4,2,2,4,70,70,60,80,70.0,79,89,60,70,3
5165,4,2,10,28,51,2015,2,1982,1,1,1,4,4.0,1994.0,50000,1,,225.0,0,0,1,0,0,0,0,0,0,165,110,5,4,4,1,2.0,2,2,2,4,5,3,1,4,3,4,4,3,4,4,4,4,3,2,3,3,2,2.0,3.0,1,2,4,3,6,3,1,2.0,7.0,1.0,4.0,1,1,2,2,700000.0,5,2,2,1,0,1,0,0,0,0,0,0,0,0,1,1.0,3,2006.0,1981.0,2006.0,4.0,1.0,1.0,30000.0,1.0,2.0,1.0,1934,3,4,2,1953,3,1,2,3,1,4,3,80000.0,4,4,5,5,5,4,3,3,2,3,3,3,1,4,60,60,50,55,70.0,60,80,70,65,2
5166,4,1,12,32,59,2015,2,1986,1,1,1,12,4.0,2008.0,24000,4,2015.0,60.0,0,0,0,0,1,0,0,0,0,150,120,4,5,5,5,1.0,2,3,2,4,5,5,1,3,2,5,3,2,2,5,5,5,5,1,2,4,1,7.0,6.0,2,3,5,3,8,3,1,3.0,6.0,1.0,3.0,1,1,2,2,48000.0,3,-8,0,2,1,0,0,0,0,0,0,0,0,0,0,,3,2011.0,1986.0,2011.0,9.0,1.0,2.0,24000.0,1.0,3.0,1.0,1952,4,1,-8,1961,6,4,-8,3,1,3,3,-3.0,2,2,-8,-8,3,2,2,2,2,2,-8,-8,1,2,100,100,90,90,90.0,90,100,90,90,1
5167,5,1,31,87,131,2015,1,1976,1,1,1,4,4.0,-2.0,40000,1,,100.0,0,0,1,0,0,0,0,0,0,175,155,5,5,5,1,1.0,1,1,1,4,1,1,2,5,3,5,5,4,5,5,5,5,5,5,2,2,1,5.0,6.0,1,4,5,5,5,2,1,3.0,8.0,1.0,3.0,1,-1,2,-1,50000.0,3,3,1,2,0,1,0,0,0,0,0,0,0,1,0,1.0,3,1996.0,1974.0,1996.0,4.0,1.0,1.0,10000.0,1.0,5.0,2.0,-2,6,1,2,-2,6,1,2,2,1,4,2,100000.0,4,4,2,2,5,4,2,4,2,4,2,4,1,5,80,90,100,80,70.0,90,70,100,50,2
5168,4,2,13,35,65,2015,1,1966,6,1,1,4,-8.0,-1.0,20000,1,,260.0,0,1,0,0,0,0,0,0,0,165,145,4,4,3,1,1.0,1,2,4,4,1,1,1,5,5,2,5,2,2,2,5,5,5,5,5,4,1,2.0,2.0,1,4,3,1,1,1,4,,,,,1,2,2,2,17000.0,4,2,1,2,0,1,0,0,0,0,0,0,0,1,1,0.0,3,1991.0,1969.0,1991.0,3.0,1.0,1.0,0.0,4.0,,,-2,3,1,2,-2,-8,-8,-8,3,1,4,-8,20000.0,5,5,4,3,5,-8,3,-8,4,-8,-8,1,1,5,60,60,70,60,70.0,60,70,60,60,3
5169,4,1,26,74,114,2015,2,1975,1,1,3,4,4.0,1994.0,40000,1,,80.0,0,0,0,0,0,0,0,0,1,150,100,4,4,4,1,1.0,2,2,2,4,3,2,1,4,2,4,4,3,3,5,3,5,2,3,3,2,2,2.0,2.0,1,4,4,2,6,1,1,2.0,6.0,2.0,4.0,1,2,2,2,80000.0,3,3,1,2,0,1,0,0,0,0,0,0,0,2,1,3.0,3,1995.0,1973.0,1995.0,4.0,1.0,1.0,40000.0,1.0,4.0,1.0,1945,1,1,2,1947,1,1,2,2,2,4,2,90000.0,4,4,4,3,4,3,3,3,3,3,3,3,1,4,90,90,80,70,65.0,65,70,70,80,2
5170,4,1,31,87,131,2015,2,1942,1,1,1,3,2.0,,2000,1,,37.0,0,0,1,0,0,0,0,0,0,155,102,4,4,4,1,1.0,2,2,4,5,1,1,1,5,3,5,4,4,5,1,5,3,5,5,4,4,2,1.0,6.0,1,4,1,1,1,1,3,,,,,1,2,2,2,4000.0,2,1,1,2,0,1,0,0,0,0,0,0,0,0,1,0.0,4,1960.0,1952.0,1984.0,3.0,1.0,1.0,2000.0,3.0,,,-2,1,1,2,-2,1,1,2,3,3,4,2,10000.0,4,2,3,3,4,4,2,4,4,4,4,4,1,3,100,80,100,50,70.0,80,100,100,50,4
5171,4,1,10,26,48,2015,2,1978,1,1,1,4,4.0,1996.0,0,1,,50.0,0,0,0,0,0,0,0,0,1,164,145,4,4,3,1,3.0,2,1,1,4,4,2,2,5,3,4,5,4,2,3,3,5,5,2,4,4,1,2.0,3.0,1,3,4,3,5,3,1,9.0,-2.0,1.0,3.0,1,2,2,2,20000.0,3,2,-3,2,0,1,0,0,0,0,0,0,0,1,0,1.0,3,1991.0,1977.0,1991.0,4.0,1.0,1.0,20000.0,1.0,2.0,1.0,1943,1,1,2,1943,1,1,2,2,1,5,2,30000.0,3,4,4,3,5,3,3,3,3,-8,-8,-8,2,4,80,60,60,60,60.0,70,70,80,70,2
5172,3,1,1,1,3,2015,2,1937,1,1,1,4,4.0,-2.0,40000,1,,33.0,0,0,0,0,0,0,1,0,1,160,100,3,3,3,2,1.0,2,2,3,4,1,1,1,5,4,4,4,4,4,4,1,5,4,5,3,4,1,2.0,5.0,2,2,4,5,6,5,5,,,,,1,1,2,2,90000.0,2,2,1,2,0,0,1,0,0,0,0,0,0,1,1,0.0,7,-3.0,,,,,,,,,,-2,1,1,-8,-2,-8,1,-8,2,3,4,2,50000.0,4,4,4,4,4,4,4,4,3,4,4,4,3,3,70,60,50,60,70.0,80,80,70,60,4
5173,4,1,10,26,48,2015,2,1991,1,1,1,6,4.0,2008.0,30000,1,,90.0,0,0,0,0,0,0,0,0,1,168,110,4,4,4,2,1.0,2,3,1,4,5,2,2,3,3,4,4,4,4,4,5,5,5,2,2,3,2,3.0,4.0,2,3,7,6,8,5,1,3.0,4.0,1.0,3.0,1,2,2,2,-2.0,4,3,1,1,0,1,0,0,0,0,0,0,0,0,0,,2,-1.0,1991.0,,6.0,4.0,2.0,36000.0,1.0,3.0,1.0,1967,1,1,2,1966,1,1,2,2,2,4,2,60000.0,4,3,3,3,5,5,3,4,2,4,-8,-8,1,2,80,70,70,60,70.0,70,60,60,60,1
5174,5,1,4,7,17,2015,2,1993,1,1,1,10,4.0,2014.0,30000,2,,125.0,0,0,0,0,1,0,0,0,0,163,94,4,5,5,4,1.0,2,1,2,4,4,4,1,3,3,3,4,4,3,2,4,5,5,1,2,4,3,7.0,2.0,2,3,5,3,8,3,1,3.0,3.0,1.0,3.0,1,1,1,1,-2.0,4,3,1,1,0,0,1,0,0,0,0,0,0,0,0,,1,,,,,,,,,,,1970,4,1,1,1968,7,1,15,2,1,3,3,150000.0,3,1,3,3,4,3,3,3,3,3,3,3,1,3,50,70,40,40,40.0,50,70,70,70,1
